ORDER_NUMBER|LINE_STATUS|PRODUCT_NUMBER|ORDERED_PIECES|SHIPPED_PIECES|BILL_OF_LADING
order-2198|Closed|product-241|4000|2800|344
order-2199|Open|product-241|4000|1000|543543543
order-2199|Closed|product-241|4000|2800|543543
order-2200|Closed|product-434|1234|1234|bill-number
order-2201|Closed|product-434|1|0|
order-2202|Closed|product-434|4000|1200|12
order-2202|Open|product-434|4000|2000|
order-2203|Closed|product-434|4000|1200|1235
order-2203|Closed|product-434|4000|2800|344
order-2204|Open|product-434|4000|1000|543543543
order-2204|Closed|product-434|4000|2800|543543
order-2205|Closed|product-966|1234|1234|bill-number
order-2206|Closed|product-966|1|0|
order-2207|Closed|product-966|4000|1200|12
order-2207|Open|product-966|4000|2000|
order-2208|Closed|product-966|4000|1200|1235
order-2208|Closed|product-966|4000|2800|344
order-2209|Open|product-966|4000|1000|543543543
order-2209|Closed|product-966|4000|2800|543543
order-2210|Closed|product-601|1234|1234|bill-number
order-2211|Closed|product-601|1|0|
order-2212|Closed|product-601|4000|1200|12
order-2212|Open|product-601|4000|2000|
order-2213|Closed|product-601|4000|1200|1235
order-2213|Closed|product-601|4000|2800|344
order-2214|Open|product-601|4000|1000|543543543
order-2214|Closed|product-601|4000|2800|543543
order-2215|Closed|product-44|1234|1234|bill-number
order-2216|Closed|product-44|1|0|
order-2217|Closed|product-44|4000|1200|12
order-2217|Open|product-44|4000|2000|
order-2218|Closed|product-44|4000|1200|1235
order-2218|Closed|product-44|4000|2800|344
order-2219|Open|product-44|4000|1000|543543543
order-2219|Closed|product-44|4000|2800|543543
order-2220|Closed|product-731|1234|1234|bill-number
order-2221|Closed|product-731|1|0|
order-2222|Closed|product-731|4000|1200|12
order-2222|Open|product-731|4000|2000|
order-2223|Closed|product-731|4000|1200|1235
order-2223|Closed|product-731|4000|2800|344
order-2224|Open|product-731|4000|1000|543543543
order-2224|Closed|product-731|4000|2800|543543
order-2225|Closed|product-465|1234|1234|bill-number
order-2226|Closed|product-465|1|0|
order-2227|Closed|product-465|4000|1200|12
order-2227|Open|product-465|4000|2000|
order-2228|Closed|product-465|4000|1200|1235
order-2228|Closed|product-465|4000|2800|344
order-2229|Open|product-465|4000|1000|543543543
order-2229|Closed|product-465|4000|2800|543543
order-2230|Closed|product-456|1234|1234|bill-number
order-2231|Closed|product-456|1|0|
order-2232|Closed|product-456|4000|1200|12
order-2232|Open|product-456|4000|2000|
order-2233|Closed|product-456|4000|1200|1235
order-2233|Closed|product-456|4000|2800|344
order-2234|Open|product-456|4000|1000|543543543
order-2234|Closed|product-456|4000|2800|543543
order-2235|Closed|product-274|1234|1234|bill-number
order-2236|Closed|product-274|1|0|
order-2237|Closed|product-274|4000|1200|12
order-2237|Open|product-274|4000|2000|
order-2238|Closed|product-274|4000|1200|1235
order-2238|Closed|product-274|4000|2800|344
order-2239|Open|product-274|4000|1000|543543543
order-2239|Closed|product-274|4000|2800|543543
order-2240|Closed|product-997|1234|1234|bill-number
order-2241|Closed|product-997|1|0|
order-2242|Closed|product-997|4000|1200|12
order-2242|Open|product-997|4000|2000|
order-2243|Closed|product-997|4000|1200|1235
order-2243|Closed|product-997|4000|2800|344
order-2244|Open|product-997|4000|1000|543543543
order-2244|Closed|product-997|4000|2800|543543
order-2245|Closed|product-588|1234|1234|bill-number
order-2246|Closed|product-588|1|0|
order-2247|Closed|product-588|4000|1200|12
order-2247|Open|product-588|4000|2000|
order-2248|Closed|product-588|4000|1200|1235
order-2248|Closed|product-588|4000|2800|344
order-2249|Open|product-588|4000|1000|543543543
order-2249|Closed|product-588|4000|2800|543543
order-2250|Closed|product-625|1234|1234|bill-number
order-2251|Closed|product-625|1|0|
order-2252|Closed|product-625|4000|1200|12
order-2252|Open|product-625|4000|2000|
order-2253|Closed|product-625|4000|1200|1235
order-2253|Closed|product-625|4000|2800|344
order-2254|Open|product-625|4000|1000|543543543
order-2254|Closed|product-625|4000|2800|543543
order-2255|Closed|product-849|1234|1234|bill-number
order-2256|Closed|product-849|1|0|
order-2257|Closed|product-849|4000|1200|12
order-2257|Open|product-849|4000|2000|
order-2258|Closed|product-849|4000|1200|1235
order-2258|Closed|product-849|4000|2800|344
order-2259|Open|product-849|4000|1000|543543543
order-2259|Closed|product-849|4000|2800|543543
order-2260|Closed|product-576|1234|1234|bill-number
order-2261|Closed|product-576|1|0|
order-2262|Closed|product-576|4000|1200|12
order-2262|Open|product-576|4000|2000|
order-2263|Closed|product-576|4000|1200|1235
order-2263|Closed|product-576|4000|2800|344
order-2264|Open|product-576|4000|1000|543543543
order-2264|Closed|product-576|4000|2800|543543
order-2265|Closed|product-845|1234|1234|bill-number
order-2266|Closed|product-845|1|0|
order-2267|Closed|product-845|4000|1200|12
order-2267|Open|product-845|4000|2000|
order-2268|Closed|product-845|4000|1200|1235
order-2268|Closed|product-845|4000|2800|344
order-2269|Open|product-845|4000|1000|543543543
order-2269|Closed|product-845|4000|2800|543543
order-2270|Closed|product-620|1234|1234|bill-number
order-2271|Closed|product-620|1|0|
order-2272|Closed|product-620|4000|1200|12
order-2272|Open|product-620|4000|2000|
order-2273|Closed|product-620|4000|1200|1235
order-2273|Closed|product-620|4000|2800|344
order-2274|Open|product-620|4000|1000|543543543
order-2274|Closed|product-620|4000|2800|543543
order-2275|Closed|product-840|1234|1234|bill-number
order-2276|Closed|product-840|1|0|
order-2277|Closed|product-840|4000|1200|12
order-2277|Open|product-840|4000|2000|
order-2278|Closed|product-840|4000|1200|1235
order-2278|Closed|product-840|4000|2800|344
order-2279|Open|product-840|4000|1000|543543543
order-2279|Closed|product-840|4000|2800|543543
order-2280|Closed|product-666|1234|1234|bill-number
order-2281|Closed|product-666|1|0|
order-2282|Closed|product-666|4000|1200|12
order-2282|Open|product-666|4000|2000|
order-2283|Closed|product-666|4000|1200|1235
order-2283|Closed|product-666|4000|2800|344
order-2284|Open|product-666|4000|1000|543543543
order-2284|Closed|product-666|4000|2800|543543
order-2285|Closed|product-313|1234|1234|bill-number
order-2286|Closed|product-313|1|0|
order-2287|Closed|product-313|4000|1200|12
order-2287|Open|product-313|4000|2000|
order-2288|Closed|product-313|4000|1200|1235
order-2288|Closed|product-313|4000|2800|344
order-2289|Open|product-313|4000|1000|543543543
order-2289|Closed|product-313|4000|2800|543543
order-2290|Closed|product-923|1234|1234|bill-number
order-2291|Closed|product-923|1|0|
order-2292|Closed|product-923|4000|1200|12
order-2292|Open|product-923|4000|2000|
order-2293|Closed|product-923|4000|1200|1235
order-2293|Closed|product-923|4000|2800|344
order-2294|Open|product-923|4000|1000|543543543
order-2294|Closed|product-923|4000|2800|543543
order-2295|Closed|product-417|1234|1234|bill-number
order-2296|Closed|product-417|1|0|
order-2297|Closed|product-417|4000|1200|12
order-2297|Open|product-417|4000|2000|
order-2298|Closed|product-417|4000|1200|1235
order-2298|Closed|product-417|4000|2800|344
order-2299|Open|product-417|4000|1000|543543543
order-2299|Closed|product-417|4000|2800|543543
order-2300|Closed|product-886|1234|1234|bill-number
order-2301|Closed|product-886|1|0|
order-2302|Closed|product-886|4000|1200|12
order-2302|Open|product-886|4000|2000|
order-2303|Closed|product-886|4000|1200|1235
order-2303|Closed|product-886|4000|2800|344
order-2304|Open|product-886|4000|1000|543543543
order-2304|Closed|product-886|4000|2800|543543
order-2305|Closed|product-266|1234|1234|bill-number
order-2306|Closed|product-266|1|0|
order-2307|Closed|product-266|4000|1200|12
order-2307|Open|product-266|4000|2000|
order-2308|Closed|product-266|4000|1200|1235
order-2308|Closed|product-266|4000|2800|344
order-2309|Open|product-266|4000|1000|543543543
order-2309|Closed|product-266|4000|2800|543543
order-2310|Closed|product-745|1234|1234|bill-number
order-2311|Closed|product-745|1|0|
order-2312|Closed|product-745|4000|1200|12
order-2312|Open|product-745|4000|2000|
order-2313|Closed|product-745|4000|1200|1235
order-2313|Closed|product-745|4000|2800|344
order-2314|Open|product-745|4000|1000|543543543
order-2314|Closed|product-745|4000|2800|543543
order-2315|Closed|product-258|1234|1234|bill-number
order-2316|Closed|product-258|1|0|
order-2317|Closed|product-258|4000|1200|12
order-2317|Open|product-258|4000|2000|
order-2318|Closed|product-258|4000|1200|1235
order-2318|Closed|product-258|4000|2800|344
order-2319|Open|product-258|4000|1000|543543543
order-2319|Closed|product-258|4000|2800|543543
order-2320|Closed|product-781|1234|1234|bill-number
order-2321|Closed|product-781|1|0|
order-2322|Closed|product-781|4000|1200|12
order-2322|Open|product-781|4000|2000|
order-2323|Closed|product-781|4000|1200|1235
order-2323|Closed|product-781|4000|2800|344
order-2324|Open|product-781|4000|1000|543543543
order-2324|Closed|product-781|4000|2800|543543
order-2325|Closed|product-866|1234|1234|bill-number
order-2326|Closed|product-866|1|0|
order-2327|Closed|product-866|4000|1200|12
order-2327|Open|product-866|4000|2000|
order-2328|Closed|product-866|4000|1200|1235
order-2328|Closed|product-866|4000|2800|344
order-2329|Open|product-866|4000|1000|543543543
order-2329|Closed|product-866|4000|2800|543543
order-2330|Closed|product-959|1234|1234|bill-number
order-2331|Closed|product-959|1|0|
order-2332|Closed|product-959|4000|1200|12
order-2332|Open|product-959|4000|2000|
order-2333|Closed|product-959|4000|1200|1235
order-2333|Closed|product-959|4000|2800|344
order-2334|Open|product-959|4000|1000|543543543
order-2334|Closed|product-959|4000|2800|543543
order-2335|Closed|product-636|1234|1234|bill-number
order-2336|Closed|product-636|1|0|
order-2337|Closed|product-636|4000|1200|12
order-2337|Open|product-636|4000|2000|
order-2338|Closed|product-636|4000|1200|1235
order-2338|Closed|product-636|4000|2800|344
order-2339|Open|product-636|4000|1000|543543543
order-2339|Closed|product-636|4000|2800|543543
order-2340|Closed|product-560|1234|1234|bill-number
order-2341|Closed|product-560|1|0|
order-2342|Closed|product-560|4000|1200|12
order-2342|Open|product-560|4000|2000|
order-2343|Closed|product-560|4000|1200|1235
order-2343|Closed|product-560|4000|2800|344
order-2344|Open|product-560|4000|1000|543543543
order-2344|Closed|product-560|4000|2800|543543
order-2345|Closed|product-267|1234|1234|bill-number
order-2346|Closed|product-267|1|0|
order-2347|Closed|product-267|4000|1200|12
order-2347|Open|product-267|4000|2000|
order-2348|Closed|product-267|4000|1200|1235
order-2348|Closed|product-267|4000|2800|344
order-2349|Open|product-267|4000|1000|543543543
order-2349|Closed|product-267|4000|2800|543543
order-2350|Closed|product-175|1234|1234|bill-number
order-2351|Closed|product-175|1|0|
order-2352|Closed|product-175|4000|1200|12
order-2352|Open|product-175|4000|2000|
order-2353|Closed|product-175|4000|1200|1235
order-2353|Closed|product-175|4000|2800|344
order-2354|Open|product-175|4000|1000|543543543
order-2354|Closed|product-175|4000|2800|543543
order-2355|Closed|product-422|1234|1234|bill-number
order-2356|Closed|product-422|1|0|
order-2357|Closed|product-422|4000|1200|12
order-2357|Open|product-422|4000|2000|
order-2358|Closed|product-422|4000|1200|1235
order-2358|Closed|product-422|4000|2800|344
order-2359|Open|product-422|4000|1000|543543543
order-2359|Closed|product-422|4000|2800|543543
order-2360|Closed|product-821|1234|1234|bill-number
order-2361|Closed|product-821|1|0|
order-2362|Closed|product-821|4000|1200|12
order-2362|Open|product-821|4000|2000|
order-2363|Closed|product-821|4000|1200|1235
order-2363|Closed|product-821|4000|2800|344
order-2364|Open|product-821|4000|1000|543543543
order-2364|Closed|product-821|4000|2800|543543
order-2365|Closed|product-221|1234|1234|bill-number
order-2366|Closed|product-221|1|0|
order-2367|Closed|product-221|4000|1200|12
order-2367|Open|product-221|4000|2000|
order-2368|Closed|product-221|4000|1200|1235
order-2368|Closed|product-221|4000|2800|344
order-2369|Open|product-221|4000|1000|543543543
order-2369|Closed|product-221|4000|2800|543543
order-2370|Closed|product-562|1234|1234|bill-number
order-2371|Closed|product-562|1|0|
order-2372|Closed|product-562|4000|1200|12
order-2372|Open|product-562|4000|2000|
order-2373|Closed|product-562|4000|1200|1235
order-2373|Closed|product-562|4000|2800|344
order-2374|Open|product-562|4000|1000|543543543
order-2374|Closed|product-562|4000|2800|543543
order-2375|Closed|product-875|1234|1234|bill-number
order-2376|Closed|product-875|1|0|
order-2377|Closed|product-875|4000|1200|12
order-2377|Open|product-875|4000|2000|
order-2378|Closed|product-875|4000|1200|1235
order-2378|Closed|product-875|4000|2800|344
order-2379|Open|product-875|4000|1000|543543543
order-2379|Closed|product-875|4000|2800|543543
order-2380|Closed|product-319|1234|1234|bill-number
order-2381|Closed|product-319|1|0|
order-2382|Closed|product-319|4000|1200|12
order-2382|Open|product-319|4000|2000|
order-2383|Closed|product-319|4000|1200|1235
order-2383|Closed|product-319|4000|2800|344
order-2384|Open|product-319|4000|1000|543543543
order-2384|Closed|product-319|4000|2800|543543
order-2385|Closed|product-498|1234|1234|bill-number
order-2386|Closed|product-498|1|0|
order-2387|Closed|product-498|4000|1200|12
order-2387|Open|product-498|4000|2000|
order-2388|Closed|product-498|4000|1200|1235
order-2388|Closed|product-498|4000|2800|344
order-2389|Open|product-498|4000|1000|543543543
order-2389|Closed|product-498|4000|2800|543543
order-2390|Closed|product-777|1234|1234|bill-number
order-2391|Closed|product-777|1|0|
order-2392|Closed|product-777|4000|1200|12
order-2392|Open|product-777|4000|2000|
order-2393|Closed|product-777|4000|1200|1235
order-2393|Closed|product-777|4000|2800|344
order-2394|Open|product-777|4000|1000|543543543
order-2394|Closed|product-777|4000|2800|543543
order-2395|Closed|product-261|1234|1234|bill-number
order-2396|Closed|product-261|1|0|
order-2397|Closed|product-261|4000|1200|12
order-2397|Open|product-261|4000|2000|
order-2398|Closed|product-261|4000|1200|1235
order-2398|Closed|product-261|4000|2800|344
order-2399|Open|product-261|4000|1000|543543543
order-2399|Closed|product-261|4000|2800|543543
order-2400|Closed|product-474|1234|1234|bill-number
order-2401|Closed|product-474|1|0|
order-2402|Closed|product-474|4000|1200|12
order-2402|Open|product-474|4000|2000|
order-2403|Closed|product-474|4000|1200|1235
order-2403|Closed|product-474|4000|2800|344
order-2404|Open|product-474|4000|1000|543543543
order-2404|Closed|product-474|4000|2800|543543
order-2405|Closed|product-441|1234|1234|bill-number
order-2406|Closed|product-441|1|0|
order-2407|Closed|product-441|4000|1200|12
order-2407|Open|product-441|4000|2000|
order-2408|Closed|product-441|4000|1200|1235
order-2408|Closed|product-441|4000|2800|344
order-2409|Open|product-441|4000|1000|543543543
order-2409|Closed|product-441|4000|2800|543543
order-2410|Closed|product-799|1234|1234|bill-number
order-2411|Closed|product-799|1|0|
order-2412|Closed|product-799|4000|1200|12
order-2412|Open|product-799|4000|2000|
order-2413|Closed|product-799|4000|1200|1235
order-2413|Closed|product-799|4000|2800|344
order-2414|Open|product-799|4000|1000|543543543
order-2414|Closed|product-799|4000|2800|543543
order-2415|Closed|product-189|1234|1234|bill-number
order-2416|Closed|product-189|1|0|
order-2417|Closed|product-189|4000|1200|12
order-2417|Open|product-189|4000|2000|
order-2418|Closed|product-189|4000|1200|1235
order-2418|Closed|product-189|4000|2800|344
order-2419|Open|product-189|4000|1000|543543543
order-2419|Closed|product-189|4000|2800|543543
order-2420|Closed|product-39|1234|1234|bill-number
order-2421|Closed|product-39|1|0|
order-2422|Closed|product-39|4000|1200|12
order-2422|Open|product-39|4000|2000|
order-2423|Closed|product-39|4000|1200|1235
order-2423|Closed|product-39|4000|2800|344
order-2424|Open|product-39|4000|1000|543543543
order-2424|Closed|product-39|4000|2800|543543
order-2425|Closed|product-363|1234|1234|bill-number
order-2426|Closed|product-363|1|0|
order-2427|Closed|product-363|4000|1200|12
order-2427|Open|product-363|4000|2000|
order-2428|Closed|product-363|4000|1200|1235
order-2428|Closed|product-363|4000|2800|344
order-2429|Open|product-363|4000|1000|543543543
order-2429|Closed|product-363|4000|2800|543543
order-2430|Closed|product-482|1234|1234|bill-number
order-2431|Closed|product-482|1|0|
order-2432|Closed|product-482|4000|1200|12
order-2432|Open|product-482|4000|2000|
order-2433|Closed|product-482|4000|1200|1235
order-2433|Closed|product-482|4000|2800|344
order-2434|Open|product-482|4000|1000|543543543
order-2434|Closed|product-482|4000|2800|543543
order-2435|Closed|product-23|1234|1234|bill-number
order-2436|Closed|product-23|1|0|
order-2437|Closed|product-23|4000|1200|12
order-2437|Open|product-23|4000|2000|
order-2438|Closed|product-23|4000|1200|1235
order-2438|Closed|product-23|4000|2800|344
order-2439|Open|product-23|4000|1000|543543543
order-2439|Closed|product-23|4000|2800|543543
order-2440|Closed|product-675|1234|1234|bill-number
order-2441|Closed|product-675|1|0|
order-2442|Closed|product-675|4000|1200|12
order-2442|Open|product-675|4000|2000|
order-2443|Closed|product-675|4000|1200|1235
order-2443|Closed|product-675|4000|2800|344
order-2444|Open|product-675|4000|1000|543543543
order-2444|Closed|product-675|4000|2800|543543
order-2445|Closed|product-62|1234|1234|bill-number
order-2446|Closed|product-62|1|0|
order-2447|Closed|product-62|4000|1200|12
order-2447|Open|product-62|4000|2000|
order-2448|Closed|product-62|4000|1200|1235
order-2448|Closed|product-62|4000|2800|344
order-2449|Open|product-62|4000|1000|543543543
order-2449|Closed|product-62|4000|2800|543543
order-2450|Closed|product-53|1234|1234|bill-number
order-2451|Closed|product-53|1|0|
order-2452|Closed|product-53|4000|1200|12
order-2452|Open|product-53|4000|2000|
order-2453|Closed|product-53|4000|1200|1235
order-2453|Closed|product-53|4000|2800|344
order-2454|Open|product-53|4000|1000|543543543
order-2454|Closed|product-53|4000|2800|543543
order-2455|Closed|product-824|1234|1234|bill-number
order-2456|Closed|product-824|1|0|
order-2457|Closed|product-824|4000|1200|12
order-2457|Open|product-824|4000|2000|
order-2458|Closed|product-824|4000|1200|1235
order-2458|Closed|product-824|4000|2800|344
order-2459|Open|product-824|4000|1000|543543543
order-2459|Closed|product-824|4000|2800|543543
order-2460|Closed|product-213|1234|1234|bill-number
order-2461|Closed|product-213|1|0|
order-2462|Closed|product-213|4000|1200|12
order-2462|Open|product-213|4000|2000|
order-2463|Closed|product-213|4000|1200|1235
order-2463|Closed|product-213|4000|2800|344
order-2464|Open|product-213|4000|1000|543543543
order-2464|Closed|product-213|4000|2800|543543
order-2465|Closed|product-919|1234|1234|bill-number
order-2466|Closed|product-919|1|0|
order-2467|Closed|product-919|4000|1200|12
order-2467|Open|product-919|4000|2000|
order-2468|Closed|product-919|4000|1200|1235
order-2468|Closed|product-919|4000|2800|344
order-2469|Open|product-919|4000|1000|543543543
order-2469|Closed|product-919|4000|2800|543543
order-2470|Closed|product-330|1234|1234|bill-number
order-2471|Closed|product-330|1|0|
order-2472|Closed|product-330|4000|1200|12
order-2472|Open|product-330|4000|2000|
order-2473|Closed|product-330|4000|1200|1235
order-2473|Closed|product-330|4000|2800|344
order-2474|Open|product-330|4000|1000|543543543
order-2474|Closed|product-330|4000|2800|543543
order-2475|Closed|product-973|1234|1234|bill-number
order-2476|Closed|product-973|1|0|
order-2477|Closed|product-973|4000|1200|12
order-2477|Open|product-973|4000|2000|
order-2478|Closed|product-973|4000|1200|1235
order-2478|Closed|product-973|4000|2800|344
order-2479|Open|product-973|4000|1000|543543543
order-2479|Closed|product-973|4000|2800|543543
order-2480|Closed|product-210|1234|1234|bill-number
order-2481|Closed|product-210|1|0|
order-2482|Closed|product-210|4000|1200|12
order-2482|Open|product-210|4000|2000|
order-2483|Closed|product-210|4000|1200|1235
order-2483|Closed|product-210|4000|2800|344
order-2484|Open|product-210|4000|1000|543543543
order-2484|Closed|product-210|4000|2800|543543
order-2485|Closed|product-423|1234|1234|bill-number
order-2486|Closed|product-423|1|0|
order-2487|Closed|product-423|4000|1200|12
order-2487|Open|product-423|4000|2000|
order-2488|Closed|product-423|4000|1200|1235
order-2488|Closed|product-423|4000|2800|344
order-2489|Open|product-423|4000|1000|543543543
order-2489|Closed|product-423|4000|2800|543543
order-2490|Closed|product-800|1234|1234|bill-number
order-2491|Closed|product-800|1|0|
order-2492|Closed|product-800|4000|1200|12
order-2492|Open|product-800|4000|2000|
order-2493|Closed|product-800|4000|1200|1235
order-2493|Closed|product-800|4000|2800|344
order-2494|Open|product-800|4000|1000|543543543
order-2494|Closed|product-800|4000|2800|543543
order-2495|Closed|product-712|1234|1234|bill-number
order-2496|Closed|product-712|1|0|
order-2497|Closed|product-712|4000|1200|12
order-2497|Open|product-712|4000|2000|
order-2498|Closed|product-712|4000|1200|1235
order-2498|Closed|product-712|4000|2800|344
order-2499|Open|product-712|4000|1000|543543543
order-2499|Closed|product-712|4000|2800|543543
order-2500|Closed|product-196|1234|1234|bill-number
order-2501|Closed|product-196|1|0|
order-2502|Closed|product-196|4000|1200|12
order-2502|Open|product-196|4000|2000|
order-2503|Closed|product-196|4000|1200|1235
order-2503|Closed|product-196|4000|2800|344
order-2504|Open|product-196|4000|1000|543543543
order-2504|Closed|product-196|4000|2800|543543
order-2505|Closed|product-802|1234|1234|bill-number
order-2506|Closed|product-802|1|0|
order-2507|Closed|product-802|4000|1200|12
order-2507|Open|product-802|4000|2000|
order-2508|Closed|product-802|4000|1200|1235
order-2508|Closed|product-802|4000|2800|344
order-2509|Open|product-802|4000|1000|543543543
order-2509|Closed|product-802|4000|2800|543543
order-2510|Closed|product-438|1234|1234|bill-number
order-2511|Closed|product-438|1|0|
order-2512|Closed|product-438|4000|1200|12
order-2512|Open|product-438|4000|2000|
order-2513|Closed|product-438|4000|1200|1235
order-2513|Closed|product-438|4000|2800|344
order-2514|Open|product-438|4000|1000|543543543
order-2514|Closed|product-438|4000|2800|543543
order-2515|Closed|product-31|1234|1234|bill-number
order-2516|Closed|product-31|1|0|
order-2517|Closed|product-31|4000|1200|12
order-2517|Open|product-31|4000|2000|
order-2518|Closed|product-31|4000|1200|1235
order-2518|Closed|product-31|4000|2800|344
order-2519|Open|product-31|4000|1000|543543543
order-2519|Closed|product-31|4000|2800|543543
order-2520|Closed|product-501|1234|1234|bill-number
order-2521|Closed|product-501|1|0|
order-2522|Closed|product-501|4000|1200|12
order-2522|Open|product-501|4000|2000|
order-2523|Closed|product-501|4000|1200|1235
order-2523|Closed|product-501|4000|2800|344
order-2524|Open|product-501|4000|1000|543543543
order-2524|Closed|product-501|4000|2800|543543
order-2525|Closed|product-935|1234|1234|bill-number
order-2526|Closed|product-935|1|0|
order-2527|Closed|product-935|4000|1200|12
order-2527|Open|product-935|4000|2000|
order-2528|Closed|product-935|4000|1200|1235
order-2528|Closed|product-935|4000|2800|344
order-2529|Open|product-935|4000|1000|543543543
order-2529|Closed|product-935|4000|2800|543543
order-2530|Closed|product-164|1234|1234|bill-number
order-2531|Closed|product-164|1|0|
order-2532|Closed|product-164|4000|1200|12
order-2532|Open|product-164|4000|2000|
order-2533|Closed|product-164|4000|1200|1235
order-2533|Closed|product-164|4000|2800|344
order-2534|Open|product-164|4000|1000|543543543
order-2534|Closed|product-164|4000|2800|543543
order-2535|Closed|product-76|1234|1234|bill-number
order-2536|Closed|product-76|1|0|
order-2537|Closed|product-76|4000|1200|12
order-2537|Open|product-76|4000|2000|
order-2538|Closed|product-76|4000|1200|1235
order-2538|Closed|product-76|4000|2800|344
order-2539|Open|product-76|4000|1000|543543543
order-2539|Closed|product-76|4000|2800|543543
order-2540|Closed|product-815|1234|1234|bill-number
order-2541|Closed|product-815|1|0|
order-2542|Closed|product-815|4000|1200|12
order-2542|Open|product-815|4000|2000|
order-2543|Closed|product-815|4000|1200|1235
order-2543|Closed|product-815|4000|2800|344
order-2544|Open|product-815|4000|1000|543543543
order-2544|Closed|product-815|4000|2800|543543
order-2545|Closed|product-746|1234|1234|bill-number
order-2546|Closed|product-746|1|0|
order-2547|Closed|product-746|4000|1200|12
order-2547|Open|product-746|4000|2000|
order-2548|Closed|product-746|4000|1200|1235
order-2548|Closed|product-746|4000|2800|344
order-2549|Open|product-746|4000|1000|543543543
order-2549|Closed|product-746|4000|2800|543543
order-2550|Closed|product-698|1234|1234|bill-number
order-2551|Closed|product-698|1|0|
order-2552|Closed|product-698|4000|1200|12
order-2552|Open|product-698|4000|2000|
order-2553|Closed|product-698|4000|1200|1235
order-2553|Closed|product-698|4000|2800|344
order-2554|Open|product-698|4000|1000|543543543
order-2554|Closed|product-698|4000|2800|543543
order-2555|Closed|product-980|1234|1234|bill-number
order-2556|Closed|product-980|1|0|
order-2557|Closed|product-980|4000|1200|12
order-2557|Open|product-980|4000|2000|
order-2558|Closed|product-980|4000|1200|1235
order-2558|Closed|product-980|4000|2800|344
order-2559|Open|product-980|4000|1000|543543543
order-2559|Closed|product-980|4000|2800|543543
order-2560|Closed|product-828|1234|1234|bill-number
order-2561|Closed|product-828|1|0|
order-2562|Closed|product-828|4000|1200|12
order-2562|Open|product-828|4000|2000|
order-2563|Closed|product-828|4000|1200|1235
order-2563|Closed|product-828|4000|2800|344
order-2564|Open|product-828|4000|1000|543543543
order-2564|Closed|product-828|4000|2800|543543
order-2565|Closed|product-655|1234|1234|bill-number
order-2566|Closed|product-655|1|0|
order-2567|Closed|product-655|4000|1200|12
order-2567|Open|product-655|4000|2000|
order-2568|Closed|product-655|4000|1200|1235
order-2568|Closed|product-655|4000|2800|344
order-2569|Open|product-655|4000|1000|543543543
order-2569|Closed|product-655|4000|2800|543543
order-2570|Closed|product-470|1234|1234|bill-number
order-2571|Closed|product-470|1|0|
order-2572|Closed|product-470|4000|1200|12
order-2572|Open|product-470|4000|2000|
order-2573|Closed|product-470|4000|1200|1235
order-2573|Closed|product-470|4000|2800|344
order-2574|Open|product-470|4000|1000|543543543
order-2574|Closed|product-470|4000|2800|543543
order-2575|Closed|product-989|1234|1234|bill-number
order-2576|Closed|product-989|1|0|
order-2577|Closed|product-989|4000|1200|12
order-2577|Open|product-989|4000|2000|
order-2578|Closed|product-989|4000|1200|1235
order-2578|Closed|product-989|4000|2800|344
order-2579|Open|product-989|4000|1000|543543543
order-2579|Closed|product-989|4000|2800|543543
order-2580|Closed|product-992|1234|1234|bill-number
order-2581|Closed|product-992|1|0|
order-2582|Closed|product-992|4000|1200|12
order-2582|Open|product-992|4000|2000|
order-2583|Closed|product-992|4000|1200|1235
order-2583|Closed|product-992|4000|2800|344
order-2584|Open|product-992|4000|1000|543543543
order-2584|Closed|product-992|4000|2800|543543
order-2585|Closed|product-542|1234|1234|bill-number
order-2586|Closed|product-542|1|0|
order-2587|Closed|product-542|4000|1200|12
order-2587|Open|product-542|4000|2000|
order-2588|Closed|product-542|4000|1200|1235
order-2588|Closed|product-542|4000|2800|344
order-2589|Open|product-542|4000|1000|543543543
order-2589|Closed|product-542|4000|2800|543543
order-2590|Closed|product-139|1234|1234|bill-number
order-2591|Closed|product-139|1|0|
order-2592|Closed|product-139|4000|1200|12
order-2592|Open|product-139|4000|2000|
order-2593|Closed|product-139|4000|1200|1235
order-2593|Closed|product-139|4000|2800|344
order-2594|Open|product-139|4000|1000|543543543
order-2594|Closed|product-139|4000|2800|543543
order-2595|Closed|product-713|1234|1234|bill-number
order-2596|Closed|product-713|1|0|
order-2597|Closed|product-713|4000|1200|12
order-2597|Open|product-713|4000|2000|
order-2598|Closed|product-713|4000|1200|1235
order-2598|Closed|product-713|4000|2800|344
order-2599|Open|product-713|4000|1000|543543543
order-2599|Closed|product-713|4000|2800|543543
order-2600|Closed|product-630|1234|1234|bill-number
order-2601|Closed|product-630|1|0|
order-2602|Closed|product-630|4000|1200|12
order-2602|Open|product-630|4000|2000|
order-2603|Closed|product-630|4000|1200|1235
order-2603|Closed|product-630|4000|2800|344
order-2604|Open|product-630|4000|1000|543543543
order-2604|Closed|product-630|4000|2800|543543
order-2605|Closed|product-186|1234|1234|bill-number
order-2606|Closed|product-186|1|0|
order-2607|Closed|product-186|4000|1200|12
order-2607|Open|product-186|4000|2000|
order-2608|Closed|product-186|4000|1200|1235
order-2608|Closed|product-186|4000|2800|344
order-2609|Open|product-186|4000|1000|543543543
order-2609|Closed|product-186|4000|2800|543543
